source1_entity_id	matched_entity_ids
S1-924467624	S2-105635022,S2-106473697,S2-109760851,S2-127271155,S2-139777201,S2-257751046,S2-294203874,S2-317744733,S2-321876705,S2-389259242,S2-431431869,S2-474823187,S2-482557077,S2-609176950,S2-633652916,S2-681035783,S2-742651178,S2-774093482,S2-798984287,S2-833643582,S2-861498044,S2-902458523,S2-931680335,S2-962136847,S2-993346628,S3-156629345,S3-191883433,S3-215669275,S3-244633883,S3-280030989,S3-298329232,S3-31840022,S3-332990738,S3-334839312,S3-347485213,S3-376007321,S3-517875255,S3-54796731,S3-582172545,S3-593157902,S3-597840503,S3-619423439,S3-623638791,S3-648512814,S3-720092792,S3-733284762,S3-751167604,S3-866388233,S3-874270590,S3-891219181,S3-919820868,S3-923366166
S1-818679709	S2-407847301
S1-106011786	S2-6495645,S3-643455551
S1-546702803	S2-262873733,S2-603481028
S1-658439443	S2-323069982,S3-832004527,S3-876827469
S1-608967311	
S1-680008372	S3-746829951
S1-621761582	S2-389061793,S2-615518130,S3-622093870,S3-86215459
S1-349458496	
S1-851769617	S2-11673108,S2-293942471,S2-297682905,S2-396999126,S2-406375127,S2-422320506,S2-601080418,S2-603722368,S2-643993556,S2-669257418,S2-673703975,S2-687910648,S2-753534925,S2-767233897,S2-768060119,S2-817877659,S2-818114736,S2-845078558,S2-863778805,S2-876460989,S2-885832315,S2-948689720,S2-98185691,S3-104951588,S3-247225202,S3-528220842,S3-535661586,S3-627639172,S3-676516507,S3-747426363,S3-850289759,S3-855767347
S1-156869488	S2-49255970
S1-727634534	S2-969742635
S1-853993166	
S1-882698520	
S1-893318925	S2-172435451,S2-225723773,S3-853283598
S1-948768038	S2-138406453,S2-177045250,S2-204449476,S2-209941010,S2-226737154,S2-263140099,S2-318798995,S2-321695541,S2-355981176,S2-398266930,S2-446064967,S2-48417856,S2-502667384,S2-578889333,S2-583950814,S2-594142670,S2-62294518,S2-631944096,S2-669075998,S2-682482919,S2-705574122,S2-728521182,S2-77543674,S2-821022329,S2-822862696,S2-894964344,S2-918912456,S2-941821682,S2-955559356,S2-987598227,S2-990881070,S3-213351219,S3-239494939,S3-308812441,S3-32516324,S3-373341881,S3-388272697,S3-405934023,S3-474965357,S3-501706593,S3-557372055,S3-611297202,S3-647068303,S3-657190003,S3-665251481,S3-692883499,S3-709926729,S3-720913555,S3-784676180,S3-814197206,S3-823007830,S3-823738212,S3-863609611,S3-87757058,S3-888102495,S3-906501571,S3-973655920,S3-977536472,S3-979601219,S3-987388204
S1-513693430	S3-952559888
S1-90406410	S3-426689177,S3-51250412
S1-545645075	S3-607916566
S1-468172551	
S1-791155002	S3-248988487
S1-549242522	
S1-183760590	
S1-244809602	S2-955352178,S3-752015014
S1-340929942	S2-112225798,S2-302038786,S2-325899263,S2-462253782,S2-640567873,S2-689943106,S2-722956654,S2-752873317,S2-818031585,S2-881997956,S2-91849998,S2-96552143,S3-137712036,S3-191438338,S3-20843389,S3-24257376,S3-310982733,S3-335687239,S3-356721219,S3-381786157,S3-395084601,S3-488558525,S3-605068605,S3-606227855,S3-675631757,S3-70433543,S3-725057603,S3-778638333,S3-779168198,S3-90604549,S3-907581183,S3-917124297,S3-991970810
S1-596555182	S2-533218394,S2-732223983,S3-457506030,S3-618242030
S1-495878698	S3-235615352
S1-755546342	
S1-938792097	S3-227719028,S3-304454617,S3-383161011,S3-476276220,S3-51886462,S3-549729754
S1-457922425	
S1-181290919	S2-115871410,S2-120374142,S2-153876088,S2-186703177,S2-239390938,S2-252672980,S2-254749862,S2-317583011,S2-388622305,S2-397498445,S2-412779507,S2-415114451,S2-419860113,S2-421311551,S2-522748260,S2-529681958,S2-605762407,S2-612700263,S2-672363505,S2-693760852,S2-703951317,S2-707981275,S2-768037643,S2-769211351,S2-789621708,S2-799447166,S2-812861382,S2-848380693,S2-875604306,S2-876273035,S2-888954546,S2-914504346,S2-92792957,S2-960599022,S2-96318647,S2-973928169,S3-11590016,S3-126370927,S3-132893641,S3-138769896,S3-139070591,S3-150770739,S3-152198626,S3-165787424,S3-166516215,S3-175093641,S3-204231539,S3-207851111,S3-207896912,S3-266686122,S3-268590865,S3-274727232,S3-301595224,S3-308689197,S3-363832109,S3-378846556,S3-419074929,S3-482972156,S3-518823885,S3-68205998,S3-686963510,S3-706558746,S3-770267040,S3-772909269,S3-775485217,S3-794410685,S3-86951923,S3-881266133,S3-928432556,S3-981829366,S3-985645797
S1-215396556	
S1-574668375	
S1-951623450	
S1-921473285	S2-479858252,S2-704638900
S1-437415597	
S1-360909582	S2-257853129,S2-263655412,S2-38978038,S2-955724553,S3-942315083
S1-154383438	S2-234200567,S3-707079312
S1-491337400	
S1-679660495	S3-739172566
S1-746193689	S2-117559937,S2-195760192,S2-212472891,S2-262998500,S2-284901106,S2-307842472,S2-379897953,S2-420239189,S2-420306317,S2-453727351,S2-490586907,S2-503644170,S2-524343787,S2-555753883,S2-558036096,S2-560083437,S2-598271550,S2-600748400,S2-617273234,S2-697173069,S2-773535829,S2-783242233,S2-861798128,S2-872118692,S2-991163553,S3-110893160,S3-123022666,S3-143222909,S3-172380886,S3-200479448,S3-213662194,S3-227647188,S3-244382185,S3-269063729,S3-315923338,S3-380705676,S3-439226796,S3-549031442,S3-549999203,S3-626026728,S3-657131246,S3-759435997,S3-821193383
S1-401850061	
S1-8000604	S2-918856832
S1-872302647	S2-149336352,S2-173735021,S2-214117505,S2-245140680,S2-585830834,S2-690578612,S2-699710082,S2-800441710,S3-131199172,S3-151074501,S3-233800544,S3-258226479,S3-393270862,S3-582439309,S3-661942835
S1-82192539	S2-157605018,S2-177014155,S2-17958241,S2-189998518,S2-190982903,S2-241545735,S2-248039932,S2-26891676,S2-294533163,S2-4768806,S2-487561763,S2-764820099,S2-82075017,S2-822356972,S2-923734405,S2-971500692,S3-165810375,S3-17369431,S3-207306585,S3-265226466,S3-26698603,S3-391685641,S3-392286045,S3-422176768,S3-424990014,S3-484203129,S3-55422043,S3-650757595,S3-773844883,S3-823722349,S3-914036835,S3-993457964
S1-690582233	S2-823567054
S1-311486232	
S1-366279397	S2-428842063,S2-820282018,S3-161194423,S3-165321570,S3-183527171,S3-377417995,S3-515533649,S3-904400068,S3-978996493
S1-855700872	S2-485092771,S2-773825094,S3-263959575
S1-320229740	S2-172253968,S2-197291277,S2-230418533,S2-260894981,S2-302766784,S2-318820924,S2-365957853,S2-38077295,S2-395648151,S2-402932560,S2-534210483,S2-716300935,S2-754654987,S2-786367434,S2-883982768,S3-224062094,S3-279133321,S3-334083703,S3-345453551,S3-46218359,S3-574086847,S3-634772655,S3-685900739,S3-687848514,S3-722811219,S3-73460187,S3-746471768,S3-853663079,S3-858916282,S3-914503975,S3-955320569,S3-956332162,S3-969702072
S1-826696794	S3-36709672
S1-411563198	S2-307785094,S2-328479761,S2-576976975,S2-720241934,S2-903872198,S3-148577552,S3-15950884,S3-604129741,S3-796764746,S3-978882961
S1-256282960	S3-197064072
S1-234585908	S2-739038277
S1-409413534	S2-357972678,S2-409002190,S2-502360460,S2-585343372,S2-59466083,S2-639063029,S2-733937938,S2-760444039,S2-855193507,S3-621722550,S3-6716623,S3-693126444,S3-791995799,S3-833638515
S1-633109512	
S1-265007680	S3-137060226
S1-262294930	
S1-410474103	
S1-741813500	
S1-496346323	S2-118402372,S2-131595681,S2-138759450,S2-141913125,S2-168088993,S2-18851185,S2-277260231,S2-283880637,S2-332419658,S2-358952075,S2-379827746,S2-408320262,S2-444183488,S2-474252267,S2-510446494,S2-527076053,S2-548191254,S2-595109955,S2-60387954,S2-617703332,S2-627161484,S2-707688543,S2-773780163,S2-801067112,S2-88155216,S2-905579128,S2-931321199,S2-940800924,S3-104759494,S3-109664294,S3-164358649,S3-220436998,S3-381269145,S3-421512515,S3-428847972,S3-485754460,S3-492575322,S3-502957758,S3-506148443,S3-523948205,S3-570018661,S3-656959027,S3-659410364,S3-705835081,S3-70765252,S3-716815762,S3-741136601,S3-741781900,S3-771183964,S3-773335602,S3-793116225,S3-80958865,S3-825853331,S3-882654375,S3-88330952,S3-888890230,S3-950431618,S3-980730139
S1-569898026	S2-147191212
S1-497340561	S2-74769253,S3-430362208
S1-52451029	S3-311667970,S3-567592121
S1-533445371	S2-12990003,S2-200686935,S2-239731879,S2-608770552,S2-658267497,S2-693960651,S2-845130697,S2-889402926,S2-920857267,S2-937718004,S2-948158196,S2-95689041,S2-992250308,S3-12899215,S3-130253169,S3-412305620,S3-525916593,S3-612859503,S3-646167845,S3-75411083,S3-783451936,S3-922204966
S1-252832899	S2-192752816,S2-212967646,S2-23598469,S2-241960038,S2-295464233,S2-356542714,S2-45311700,S2-461623789,S2-469522899,S2-494901276,S2-503277792,S2-592182034,S2-719567445,S2-812620006,S2-9223530,S2-962193268,S2-979865893,S2-989732981,S3-128273650,S3-286536719,S3-375427380,S3-431127144,S3-44469617,S3-489402224,S3-57901439,S3-641040333,S3-658628199,S3-693111413,S3-696721089,S3-700107436,S3-719702205,S3-760895233,S3-763159119,S3-801249701,S3-935546475
S1-194887455	
S1-520710871	S3-521318417,S3-719459226
S1-106671505	S3-785827172
S1-375370928	S3-585418719
S1-607852072	
S1-817683544	
S1-552658307	S2-383731066,S3-231682426,S3-275326718,S3-376423462,S3-641242104,S3-739532327
S1-617760637	
S1-941709619	
S1-311090979	S2-379083264,S2-688323872
S1-854288036	S2-463266302
S1-930644837	S2-934386789,S3-146253967,S3-322080356,S3-324310796,S3-499517973,S3-946533452
S1-481652414	S2-116205927,S2-145028320,S2-178342095,S2-223744496,S2-360735708,S2-49599471,S2-587029807,S2-595189379,S2-689413914,S2-867995456,S2-879733792,S2-908086716,S2-929325505,S2-952823827,S3-10309939,S3-275811996,S3-285894835,S3-330315375,S3-409906649,S3-48750647,S3-510317510,S3-530066188,S3-538697171,S3-541424797,S3-569670436,S3-577195258,S3-680880221,S3-72560891,S3-772719732,S3-805635952,S3-831211724,S3-845373329,S3-873016550,S3-927202566,S3-93227645,S3-987745176
S1-691663442	S3-822623141
S1-451464552	S2-486874766,S2-982775017,S3-19178445,S3-39206510,S3-539888402,S3-833499054,S3-996953514
S1-71265566	S2-164806574,S2-250917935,S2-89293572,S3-146869129,S3-400217459,S3-964947702,S3-974612624
S1-44019475	
S1-504442535	
S1-766866439	
S1-6728823	
S1-499242108	
S1-847883289	S3-381299607
S1-639708214	S2-893533885,S3-688717161,S3-959337302
S1-914958503	S2-103471588,S2-535092767,S2-557049129,S3-100694812,S3-356011162,S3-473276134,S3-527245620,S3-889130886
S1-677633780	
S1-927838010	S2-827345339,S3-39432364,S3-508647290,S3-59898648,S3-767244757
S1-328196988	S2-3973701,S3-422855206
S1-936820081	S2-207610185,S2-395027545,S2-750675928,S3-140336181,S3-585643643,S3-879626320,S3-881585543,S3-956661060
S1-95503899	S3-315670853,S3-402777354,S3-527866373,S3-819095741
S1-557511339	S2-351602498
S1-529563044	
S1-27508378	S2-603372413,S3-962266432
S1-456709533	
S1-186737681	
S1-425938131	S2-369590331,S2-422946837,S2-594701838,S2-78281040,S3-220887105,S3-229562480,S3-383850159,S3-400262444,S3-664455382
S1-541300902	S2-433879250,S2-50882079,S2-811942307,S2-829117465,S3-416950565,S3-477596235,S3-513034299,S3-666614266
S1-245736163	S2-486019552,S3-210619010,S3-532028415,S3-763455916,S3-815445747
S1-279145576	S2-350386368,S3-427691033
S1-609062608	S2-268307350,S2-589567521,S2-666672821,S3-527970518,S3-678104515,S3-687784990,S3-759025812,S3-791190035,S3-79172507,S3-896086939
S1-108284040	
S1-942110962	S2-237878806,S2-509820158,S2-578904143,S2-734607144,S2-895869428,S3-659126538,S3-695033508,S3-923186582
S1-98442615	
S1-48453378	S2-660192252,S3-875024216
S1-850758454	
S1-367793476	S2-373897506,S2-44561086,S2-470359216,S2-887968980,S3-41834791,S3-477952870,S3-641249411,S3-699114433,S3-854921340
S1-435229220	
S1-837510013	
S1-44244376	
S1-304476315	
S1-205103751	
S1-778632723	S2-143472492,S2-152256746,S2-215097098,S2-23874697,S2-278690446,S2-301240737,S2-563480347,S2-692656496,S2-704153410,S2-757970363,S2-896680801,S3-107043804,S3-158998201,S3-192468123,S3-221578095,S3-319294141,S3-512511840,S3-530623748,S3-653248977,S3-709121577,S3-72025638,S3-765195411,S3-89753467,S3-912662337,S3-947534023,S3-949418688
S1-1727907	S2-586799709,S2-733614106,S3-200812953,S3-70598773
S1-807405756	S2-289724835
S1-161210403	S2-177702104,S2-397357706,S3-284438512,S3-454375849,S3-45947695,S3-972001458
S1-5718747	S2-532137176,S2-886767006
S1-91116287	
S1-538020889	S2-22404006,S2-682768525,S2-703088139,S3-151472756,S3-496393497,S3-724556108
S1-199433633	S3-467272151
S1-571777559	S2-334844614,S2-785480804,S2-916059663,S3-719868299,S3-931467203
S1-159677035	S2-113465680,S3-46730182,S3-727257296
S1-560811925	S2-986707641
S1-730644474	S2-273602041,S2-654209659,S3-303574356
S1-277346734	S2-447784271,S2-476939020,S3-829495327,S3-862783203
S1-27455843	
S1-721895642	S2-581865469,S3-433428902
S1-942584485	S2-831212241,S3-79369835,S3-954109851,S3-997028387
S1-823023497	S2-115494705,S2-126410792,S2-127864795,S2-136764692,S2-162442674,S2-164296954,S2-169376028,S2-175643971,S2-194587093,S2-239475167,S2-243693876,S2-250058196,S2-271110812,S2-272493917,S2-272974281,S2-289868596,S2-305200498,S2-311866265,S2-312280246,S2-343514081,S2-343788072,S2-349079208,S2-35148503,S2-361584924,S2-452689901,S2-458756338,S2-459173728,S2-461616110,S2-465353460,S2-488448621,S2-493928043,S2-501924391,S2-527895538,S2-528548994,S2-53149550,S2-55522323,S2-558902407,S2-571192454,S2-595800771,S2-598261591,S2-602233493,S2-614386231,S2-615083576,S2-625713086,S2-626967051,S2-63887928,S2-660783306,S2-669632778,S2-676854723,S2-67817001,S2-693398041,S2-702154902,S2-710185533,S2-726850154,S2-729147218,S2-734504093,S2-751200746,S2-752156607,S2-774425503,S2-775795181,S2-790360554,S2-794611346,S2-796869075,S2-799975662,S2-815402011,S2-837589801,S2-85175097,S2-858796787,S2-863725715,S2-89043747,S2-900303954,S2-900963055,S2-914336064,S2-917895487,S2-92013143,S2-926564903,S2-927681983,S2-994913721,S3-105103026,S3-125186675,S3-149244774,S3-164338692,S3-221677515,S3-223653972,S3-230682146,S3-236373416,S3-247813597,S3-25015515,S3-260141392,S3-261301402,S3-263038202,S3-273093704,S3-27336061,S3-282838205,S3-295547809,S3-298358848,S3-318534984,S3-330786649,S3-33237706,S3-339037006,S3-349130013,S3-376159599,S3-382522113,S3-392980580,S3-413950449,S3-42373624,S3-428684357,S3-438077193,S3-438243320,S3-445873279,S3-453934896,S3-483934886,S3-48478825,S3-485116834,S3-485979789,S3-51527992,S3-518425606,S3-520732270,S3-528887160,S3-529342962,S3-53600583,S3-55531168,S3-581401802,S3-594159161,S3-609379336,S3-619437618,S3-624803702,S3-648173120,S3-65992635,S3-682531758,S3-690230613,S3-707657715,S3-711307617,S3-716746801,S3-729048317,S3-729911327,S3-736131060,S3-747299563,S3-757209664,S3-758123298,S3-786977760,S3-791630560,S3-819680189,S3-821064961,S3-852598572,S3-871441598,S3-874722471,S3-890514027,S3-890619355,S3-892333779,S3-902905225,S3-925068924,S3-927990308,S3-930870811,S3-930900926,S3-933196998,S3-952393985,S3-953044112,S3-954555118,S3-997498415
S1-71296969	
S1-235106542	S3-346762780,S3-582852230,S3-603501130,S3-794584348
S1-464529384	
S1-953014080	
S1-296996951	
S1-411592446	S3-128362187,S3-807270648,S3-852240273
S1-357556905	S3-288956385,S3-305325241
S1-451116961	S2-277375185,S3-886828347,S3-888107894
S1-537740820	
S1-36683808	S2-555697793,S3-105180833
S1-218059706	S3-971841413
S1-561721636	
S1-686329764	S2-108521862,S2-173887368,S2-182041125,S2-196642129,S2-250712899,S2-466623135,S2-508225866,S2-51430062,S2-545690998,S2-577986018,S2-601229022,S2-687391109,S2-725732970,S2-764518325,S2-792231797,S2-833141620,S2-838267957,S2-913696074,S2-927585177,S2-958520683,S3-176247822,S3-190258864,S3-199492260,S3-264611021,S3-445099708,S3-452555311,S3-49946432,S3-507065891,S3-60830531,S3-614283228,S3-63181384,S3-631848800,S3-70520739,S3-751289636,S3-798497057,S3-803039867,S3-844900720,S3-895508500,S3-941536364,S3-957322728
S1-488537245	
S1-160103007	
S1-701892935	S2-178155886,S2-781383630,S2-847304418,S2-889316213,S2-922914924,S3-177527707,S3-499605887,S3-585963703,S3-871141022
S1-270609465	S2-340293248,S2-446091985,S3-457764913,S3-728665375
S1-735419931	
S1-21981800	
S1-984312810	S2-586606828,S3-431289296
S1-539053304	S2-575121521,S3-155953708
S1-900945148	
S1-830412925	
S1-477773796	S2-843856885
S1-142631764	S2-386529320,S3-191238197,S3-225354052,S3-299659452,S3-657070057,S3-856074700,S3-880870099
S1-7040061	S2-131009758,S2-232353480,S2-289260882,S3-129280515,S3-165101494,S3-828754498
S1-354301488	S2-651169634,S3-665673072,S3-700423099,S3-91135045
S1-207587850	S2-555037242,S2-648609688,S3-899688988
S1-915479091	
S1-73734420	S3-490089366,S3-904052529
S1-483434064	S2-495080342,S2-643641888,S2-837965764,S2-885641284,S3-160002981,S3-375520969,S3-497427158,S3-63659769,S3-706259037
S1-407280565	
S1-557547015	S2-100675840,S2-225140022,S3-469753552
S1-228678189	S2-940980942,S3-122250540,S3-254113145,S3-656881714,S3-939485755
S1-45414958	S3-306034762,S3-382309911
S1-959272256	S2-673860307
S1-928914408	
S1-254753234	S3-975712401
S1-137682774	S3-664135620
S1-476024246	S2-140900666,S3-122383804,S3-249005506,S3-346249381,S3-583033188,S3-869846161,S3-979256064
S1-800226602	S3-289709233
S1-334146653	
S1-459070718	
S1-997319680	S2-139825475,S2-157791486,S2-202432223,S2-21314473,S2-224207338,S2-252297659,S2-285197457,S2-320653163,S2-368410781,S2-381584937,S2-383512657,S2-458767850,S2-485784418,S2-497843279,S2-517094677,S2-545654475,S2-548468462,S2-616110136,S2-62182065,S2-628596387,S2-697815974,S2-711878346,S2-722585080,S2-772026067,S2-804874099,S2-817043979,S2-825251438,S2-843183685,S2-85450866,S2-864911430,S2-980488683,S3-108777322,S3-151426095,S3-179229455,S3-179471747,S3-205329076,S3-212162519,S3-226017704,S3-267440950,S3-267596911,S3-285481975,S3-321495404,S3-338955414,S3-411013772,S3-427443548,S3-452197228,S3-461951153,S3-487836035,S3-496112507,S3-511497426,S3-516287368,S3-537844273,S3-613828180,S3-62241079,S3-680542761,S3-788416284,S3-813448331,S3-854667426,S3-871499262,S3-917937640,S3-925662620,S3-940213309
S1-72785829	
S1-60550637	
S1-106653705	S3-975536277
S1-556845820	S2-114946319,S2-181695373,S2-18915331,S2-191174544,S2-210511756,S2-21312000,S2-271209601,S2-300742746,S2-32429459,S2-328812525,S2-331410741,S2-382148226,S2-414628189,S2-414703482,S2-432979028,S2-438174325,S2-461734112,S2-469058526,S2-475225206,S2-508044815,S2-517867423,S2-532605593,S2-547778148,S2-549912273,S2-561325645,S2-587561385,S2-617074114,S2-62002469,S2-629107783,S2-630902288,S2-660750481,S2-667460639,S2-690242077,S2-69788419,S2-700815957,S2-703120302,S2-729128914,S2-795794786,S2-826529607,S2-832547867,S2-833070583,S2-886810763,S2-891395595,S2-951051915,S2-958313219,S2-964754891,S2-965131424,S3-119341181,S3-122260457,S3-13051957,S3-145115206,S3-178445649,S3-179120858,S3-182025866,S3-185247961,S3-186586764,S3-199442598,S3-229928192,S3-242138781,S3-260061295,S3-266078204,S3-281809542,S3-284836070,S3-331397745,S3-3798571,S3-381369774,S3-396080763,S3-43315022,S3-526391142,S3-575940095,S3-585373673,S3-648486061,S3-654600547,S3-699914339,S3-715029604,S3-741507716,S3-74844815,S3-763670767,S3-766209302,S3-780249703,S3-803313686,S3-838985348,S3-850059855,S3-85678811,S3-865666785,S3-891123217,S3-896311069,S3-896742758,S3-925754783,S3-937154860,S3-979830564
S1-273979066	
S1-165673175	S2-258544172,S2-267402220,S2-425742459,S2-437878992,S2-529836864,S2-567304707,S2-5717801,S2-606085844,S2-642253508,S2-761912887,S2-824815138,S2-867035518,S2-908964557,S2-982832010,S2-995310648,S3-173443545,S3-211378955,S3-260391635,S3-342584678,S3-468742926,S3-557500352,S3-638340555,S3-785237251,S3-826057807,S3-940670939,S3-967009490
S1-509723568	
S1-91085118	S2-236643758,S2-444900570,S2-856419566,S2-967308373,S3-354418636
S1-520290406	
S1-48201804	S3-84849685
S1-582307657	
S1-749675254	
S1-168182736	
S1-715992753	
S1-539879230	S3-127246506
S1-739032625	
S1-94486532	S2-317218834,S2-364108228,S3-190367794,S3-284865497
S1-761286259	
S1-140279129	S3-618204478
S1-501989527	
S1-752489684	S3-701125729
S1-274310041	
S1-506296494	S2-190293459
S1-398602742	
S1-367749530	
S1-462035659	S2-130912628,S2-169332923,S2-215910597,S2-220408730,S2-243768407,S2-248540963,S2-270638638,S2-281935689,S2-289347852,S2-294487909,S2-318851552,S2-345285894,S2-358759796,S2-361419104,S2-386655254,S2-398196097,S2-399670025,S2-405020575,S2-440949671,S2-445866813,S2-453820260,S2-466951449,S2-492757411,S2-533358557,S2-548118224,S2-565497490,S2-567020758,S2-627718142,S2-637549537,S2-642986619,S2-660916458,S2-677884505,S2-779021893,S2-805784437,S2-813578405,S2-83782239,S2-840504770,S2-848485808,S2-85235416,S2-857560915,S2-866384761,S2-870697286,S2-871376797,S2-902033864,S2-909441930,S2-920515847,S2-952575079,S3-117024594,S3-134698611,S3-152846040,S3-159250454,S3-175799114,S3-193467336,S3-195425479,S3-2010956,S3-270818779,S3-276739690,S3-305906681,S3-309074774,S3-314507215,S3-339982223,S3-341022460,S3-359488179,S3-374204525,S3-383578782,S3-392143006,S3-399113709,S3-401199963,S3-411446650,S3-460655628,S3-490016900,S3-520887560,S3-531886770,S3-533220050,S3-539908655,S3-570211276,S3-651949420,S3-709747828,S3-732523768,S3-752927974,S3-761312058,S3-789107725,S3-804840886,S3-822234618,S3-839314270,S3-850073853,S3-898753398,S3-906830976,S3-915775649,S3-95578866,S3-968985485,S3-978317663,S3-99789159,S3-998093680
